type,category,tw_word,cn_word
同實異名,日常器用,刀具,刀具/刃具
同實異名,日常器用,大頭照,大頭照/標準照/標準像
同實異名,日常器用,子母畫面電視,雙畫面電視 
同實異名,日常器用,不沾鍋,不沾鍋/不粘鍋
同實異名,日常器用,不倒翁,不倒翁/扳不倒兒
同實異名,日常器用,公事包,公文包
同實異名,日常器用,分度規/分度器/半圓規/量角器,分度規/分度器/半圓規/量角器/半圓儀
同實異名,日常器用,分離式,分體式
同實異名,日常器用,手扶梯/電扶梯/自動扶梯/電動扶梯,手扶梯/電扶梯/自動扶梯/電動扶梯/滾梯/步行電梯
同實異名,日常器用,文件夾/檔案夾/資料夾,文件夾/檔案夾
同實異名,日常器用,日光燈/螢光燈,日光燈/熒光燈
同實異名,日常器用,日程表/行事曆,日程表
同實異名,日常器用,水銀燈,水銀燈/汞燈
同實異名,日常器用,去光水,洗甲水
同實異名,日常器用,打卡機/打卡鐘,打卡機 
同實異名,日常器用,瓦斯桶/瓦斯鋼瓶,煤氣罐/液化氣罐
同實異名,日常器用,冰箱/電冰箱,冰箱/電冰箱/雪櫃
同實異名,日常器用,安定器,鎮流器
同實異名,日常器用,行動電源,充電寶/隨身充/移動電源
同實異名,日常器用,免治馬桶,智能座便器
同實異名,日常器用,免洗杯,一次性杯子
同實異名,日常器用,吹風機,吹風機/電吹風/風筒
同實異名,日常器用,尿片/尿布,尿片/尿布/褯子
同實異名,日常器用,折疊桌,摺疊桌/折檯
同實異名,日常器用,延長線,排插/插排/線板/接線板
同實異名,日常器用,拖把,拖把/墩布
同實異名,日常器用,易開罐,易拉罐 
同實異名,日常器用,油壓剪,液壓剪
同實異名,日常器用,臥具/寢具,臥具/寢具/牀品
同實異名,日常器用,花園鞋/洞洞鞋/布希鞋,花園鞋/洞洞鞋
同實異名,日常器用,雨刷,雨刷/雨刮子/雨刮器
同實異名,日常器用,雨棚,雨棚/雨搭
同實異名,日常器用,雨靴,雨靴/水靴
同實異名,日常器用,保溫杯,保溫杯/保暖杯
同實異名,日常器用,保麗龍,保麗龍/泡沫塑料
同實異名,日常器用,削鉛筆機,削鉛筆機/卷筆刀/轉筆刀
同實異名,日常器用,屏幕/螢幕/螢光幕,屏幕 /熒屏 /視屏 /熒光屏
同實異名,日常器用,柔軟精,柔軟劑 /柔順劑 
同實異名,日常器用,洗面乳,洗面乳/洗面奶
同實異名,日常器用,相冊/相簿,相冊/相簿/影集
同實異名,日常器用,修正液/塗改液/立可白,修正液 /塗改液 
同實異名,日常器用,原子筆,圓珠筆
同實異名,日常器用,梳妝臺,梳妝檯/梳理臺
同實異名,日常器用,海碗/碗公,海碗
同實異名,日常器用,消音器,消音器/消聲器
同實異名,日常器用,紙尿褲,紙尿褲/尿不溼
同實異名,日常器用,起子/螺絲刀/螺絲起子,起子/螺絲刀/螺絲起子/改錐
同實異名,日常器用,迴紋針,回形針 /曲別針
同實異名,日常器用,酒測器,吹波機 /測酒器
同實異名,日常器用,乾燥花,乾花
同實異名,日常器用,啟動器/點燈器,啓動器/啓輝器
同實異名,日常器用,強化玻璃,鋼化玻璃
同實異名,日常器用,悠悠球/溜溜球,悠悠球
同實異名,日常器用,探海燈/探照燈,探海燈/探照燈/探射燈
同實異名,日常器用,接線/連接線,接線/連接線/連線
同實異名,日常器用,涼傘/陽傘,涼傘/陽傘/旱傘
同實異名,日常器用,被套,被套/被罩
同實異名,日常器用,晶片卡/智慧卡,智能卡/芯片卡 /集成電路卡
同實異名,日常器用,減震鞋/避震鞋,減震鞋 
同實異名,日常器用,無灰粉筆,無塵粉筆 
同實異名,日常器用,郵冊/郵集/集郵冊,郵冊/郵集/集郵冊/插冊
同實異名,日常器用,塑料/塑膠,塑料
同實異名,日常器用,塑膠袋,塑料袋 
同實異名,日常器用,感熱紙,熱敏紙
同實異名,日常器用,感應門/電子防盜門,防盜儀
同實異名,日常器用,暖氣機,暖風機 
同實異名,日常器用,滅火器/消火器,滅火器
同實異名,日常器用,節水墊片,節水環
同實異名,日常器用,銃子,銃子/衝子
同實異名,日常器用,電筒/手電筒,電筒/手電筒/手電/電棒兒
同實異名,日常器用,電磁感應燈,電磁感應燈/無極燈
同實異名,日常器用,電磁爐,電磁爐/電磁竈
同實異名,日常器用,電漿電視,等離子電視
同實異名,日常器用,電熱壺/電熱水壺/快煮壺,電熱壺/電熱水壺
同實異名,日常器用,電鍋,電飯鍋 /電飯煲 
同實異名,日常器用,電鬍刀/電動刮鬍刀,電鬍刀 /電動剃鬚刀
同實異名,日常器用,圖釘,圖釘/摁釘兒
同實異名,日常器用,監視器,監視器/電眼/電子眼
同實異名,日常器用,墨鏡/太陽眼鏡,墨鏡/太陽鏡 
同實異名,日常器用,慕丝/慕斯,慕絲/摩絲
同實異名,日常器用,數位相機/數位照相機,數字相機 /數碼相機/數碼照相機 
同實異名,日常器用,數位電視,數字電視 /數碼電視 
同實異名,日常器用,標示牌,標示牌/標牌
同實異名,日常器用,熨衣板/燙衣板/燙馬/熨馬,熨衣板/燙衣板
同實異名,日常器用,膠膜,塑封
同實異名,日常器用,衛生筷/免洗筷,衛生筷/一次性筷子
同實異名,日常器用,複印機/影印機,複印機
同實異名,日常器用,髮夾,髮夾/髮卡
同實異名,日常器用,橡皮/橡皮擦/擦子/擦布,橡皮/橡皮擦
同實異名,日常器用,橡皮圈/橡皮筋,橡皮圈/橡皮筋/皮筋/皮筋兒/猴筋兒/猴皮筋兒
同實異名,日常器用,壓力鍋/快鍋,壓力鍋 / 高壓鍋 
同實異名,日常器用,壓克力/亞克力,壓克力/有機玻璃
同實異名,日常器用,避難包/救難包,避難包/應急包
同實異名,日常器用,黏扣帶/魔鬼沾/魔鬼粘/魔鬼氈,黏扣帶/魔鬼沾/魔鬼粘/魔鬼氈/魔術貼
同實異名,日常器用,雙槽洗衣機,雙缸洗衣機/雙桶洗衣機
同實異名,日常器用,類比電視,模擬電視 
同實異名,日常器用,爐條/爐橋,爐條
同實異名,日常器用,護貝,過塑/塑封
同實異名,日常器用,魔術方塊,魔方
同實異名,日常器用,顯像管/映像管,顯像管
同名異實,日常器用,安心卡,安心卡
同名異實,日常器用,延長線,延長線
同名異實,日常器用,電子眼,電子眼
同名異實,日常器用,影集,影集
臺灣特有,日常器用,大碗公,
臺灣特有,日常器用,大聲公,
臺灣特有,日常器用,免治,
臺灣特有,日常器用,版模,
臺灣特有,日常器用,童玩,
臺灣特有,日常器用,零組件,
臺灣特有,日常器用,電碗,
臺灣特有,日常器用,霹靂包,
大陸特有,日常器用,,一頭兒沉
大陸特有,日常器用,,一米線
大陸特有,日常器用,,一體式
大陸特有,日常器用,,一鍵式
大陸特有,日常器用,,馬桶包
大陸特有,日常器用,,不乾膠
大陸特有,日常器用,,牙具
大陸特有,日常器用,,風擋
大陸特有,日常器用,,電珠
大陸特有,日常器用,,白色垃圾
大陸特有,日常器用,,交電
大陸特有,日常器用,,尖劈
大陸特有,日常器用,,米尺
大陸特有,日常器用,,米袋子
大陸特有,日常器用,,老虎竈
大陸特有,日常器用,,冷櫃
大陸特有,日常器用,,聽子
大陸特有,日常器用,,沐浴機
大陸特有,日常器用,,乳狀液/乳濁液
大陸特有,日常器用,,單放機
大陸特有,日常器用,,坤包
大陸特有,日常器用,,坤錶
大陸特有,日常器用,,泡子
大陸特有,日常器用,,芭蕾燈
大陸特有,日常器用,,表筆
大陸特有,日常器用,,雨披
大陸特有,日常器用,,畫鏡線/掛鏡線
大陸特有,日常器用,,櫃機
大陸特有,日常器用,,潔具
大陸特有,日常器用,,鋼包
大陸特有,日常器用,,鋼種/鋼精
大陸特有,日常器用,,展櫥
大陸特有,日常器用,,浴液
大陸特有,日常器用,,粉連紙
大陸特有,日常器用,,起牆
大陸特有,日常器用,,彩卷
大陸特有,日常器用,,彩管
大陸特有,日常器用,,移動電視
大陸特有,日常器用,,麻經/麻經兒
大陸特有,日常器用,,藥械
大陸特有,日常器用,,黑超
大陸特有,日常器用,,塑料磁/塑膠磁
大陸特有,日常器用,,滾屏
大陸特有,日常器用,,蜂窩煤
大陸特有,日常器用,,爐盤/燃氣竈
大陸特有,日常器用,,燃具
大陸特有,日常器用,,蹲坑
大陸特有,日常器用,,組燈
大陸特有,日常器用,,繃簧
大陸特有,日常器用,,腦包
大陸特有,日常器用,,電腦枕/計算機枕
大陸特有,日常器用,,軟椅
大陸特有,日常器用,,軟裝/軟裝修
大陸特有,日常器用,,手撕袋/連卷袋/點斷袋/撕拉袋
大陸特有,日常器用,,閃粉
大陸特有,日常器用,,餄餎牀子
大陸特有,日常器用,,線手套
大陸特有,日常器用,,日雜
大陸特有,日常器用,,鋼口
大陸特有,日常器用,,零部件
同實異名,小吃＆點心,口香糖,口香糖/口膠/香口膠
同實異名,小吃＆點心,牛奶糖,牛奶糖/奶糖
同實異名,小吃＆點心,奶酪/芝士/乳酪/起士/起司,奶酪/芝士/乳酪/起士/起司/吉士
同實異名,小吃＆點心,米香/米香餅,米香/米香餅/米通
同實異名,小吃＆點心,豆花/豆腐腦,豆花/豆腐腦/豆腐花
同實異名,小吃＆點心,貝果,貝果/百吉餅
同實異名,小吃＆點心,梳打餅/蘇打餅/蘇打餅乾,梳打餅/蘇打餅/蘇打餅乾/克力架
同實異名,小吃＆點心,茶葉蛋,茶葉蛋/茶雞蛋
同實異名,小吃＆點心,零食/零嘴/零嘴兒,零食/零嘴/零嘴兒/零吃
同實異名,小吃＆點心,慕絲/慕斯,慕絲/摩絲
同實異名,小吃＆點心,優格,酸奶酪
同實異名,小吃＆點心,優酪乳,優酪乳/酸奶/酸牛奶/酸凝酪
同實異名,小吃＆點心,薯片/洋芋片,薯片 /土豆片
同實異名,小吃＆點心,鬆餅,鬆餅/窩夫/華夫餅/格子餅/壓花蛋餅
同實異名,小吃＆點心,冰品,冰品/冷食
同實異名,小吃＆點心,冰淇淋,冰淇淋/冰激凌
臺灣特有,小吃＆點心,黑輪,
臺灣特有,小吃＆點心,霜淇淋,
大陸特有,小吃＆點心,,曲奇
大陸特有,小吃＆點心,,麻團
大陸特有,小吃＆點心,,糖食
大陸特有,小吃＆點心,,餎餷
同實異名,佐料,人造奶油,人造奶油/珠酯/人造黃油
同實異名,佐料,低鈉鹽,低鈉鹽/代用鹽
同實異名,佐料,沙拉油,色拉油 
同實異名,佐料,咖哩,咖喱
同實異名,佐料,雞粉/雞精粉,雞粉/雞精粉/雞精
臺灣特有,佐料,太白粉,
大陸特有,佐料,,水生粉/水澱粉
大陸特有,佐料,,生粉
大陸特有,佐料,,糖稀
大陸特有,佐料,,輔料
同實異名,食材,土雞蛋,土雞蛋/笨雞蛋
同實異名,食材,五花肉/三層肉,五花肉
同實異名,食材,可可,可可/蔻蔻
同實異名,食材,甘薯/白薯/地瓜/紅薯/番薯/蕃薯,甘薯/白薯/地瓜/紅薯/番薯/蕃薯/紅苕
同實異名,食材,甘藍/甘藍菜/包心菜/捲心菜/洋白菜/結球甘藍/高麗菜,甘藍/甘藍菜/包心菜/捲心菜/洋白菜 /結球甘藍/圓白菜/蓮花白
同實異名,食材,米粉,米粉/米麪
同實異名,食材,肉禽,肉禽/菜禽
同實異名,食材,冷凍蔬菜,冷凍蔬菜/速凍蔬菜
同實異名,食材,芒果/檬果,芒果/檬果/杧果
同實異名,食材,花生/落花生/長生果/土豆,花生/落花生/長生果
同實異名,食材,花豆/大紅豆,花豆/紅腰豆
同實異名,食材,虱目魚/麻虱目,蝨目魚/遮目魚/白鱗鯔
同實異名,食材,青花菜/綠菜花/綠花菜/綠花椰菜,青花菜 /綠菜花 /西蘭花 
同實異名,食材,非鯽/非洲鯽魚/吳郭魚,非鯽/非洲鯽魚/羅非魚
同實異名,食材,洋芋/山藥蛋/馬鈴薯,洋芋/山藥蛋/馬鈴薯/土豆
同實異名,食材,苡仁/薏仁/薏米/薏仁米/薏苡仁,苡仁/薏仁/薏米/薏仁米/薏苡仁/藥玉米
同實異名,食材,虹鱒/虹鱒魚/麥奇鉤吻鱒,虹鱒/虹鱒魚/麥奇大麻哈魚
同實異名,食材,馬駮/馬鮫魚/土托魚/土魠魚/塗托魚,馬鮫/馬鮫魚 
同實異名,食材,甜橙,甜橙/廣柑
同實異名,食材,魚翅,魚翅/翅子
同實異名,食材,番石榴/芭樂,番石榴/雞矢果
同實異名,食材,番茄/蕃茄,番茄/蕃茄/西紅柿
同實異名,食材,童子雞,童子雞/筍雞
同實異名,食材,菜豆/四季豆,菜豆/四季豆/芸豆
同實異名,食材,聖女番茄,聖女果 
同實異名,食材,葡萄柚,葡萄柚/西柚
同實異名,食材,裡脊/裡脊肉/里肌/里肌肉,裏脊/裏脊肉 
同實異名,食材,酪梨,鱷梨 
同實異名,食材,蒟蒻,蒟蒻/魔芋
同實異名,食材,蓮霧,蓮霧/洋蒲桃
同實異名,食材,醃肉/鹹肉,醃肉/鹹肉/鹽肉/漬肉
同實異名,食材,鮪魚/金槍魚,鮪魚/金槍魚/吞拿魚
同實異名,食材,鮭魚,鮭魚/三文魚/大馬哈魚/大麻哈魚
同實異名,食材,雞子/雞蛋/雞卵,雞子/雞蛋/雞卵/雞子兒/白果兒
同實異名,食材,鯧/鯧魚,鯧/鯧魚/平魚
同實異名,食材,鯷/苦蚵仔,鯷/日本鯷
同實異名,食材,蘿蔔/萊菔/蘆菔/菜頭,蘿蔔 /萊菔/蘆菔 
同名異實,食材,土豆,土豆
臺灣特有,食材,大陸妹,
臺灣特有,食材,放山雞,
臺灣特有,食材,棒棒腿,
大陸特有,食材,,粗菜/大路菜
大陸特有,食材,,無公害蔬菜
大陸特有,食材,,老玉米
大陸特有,食材,,豆麪
大陸特有,食材,,返銷糧
大陸特有,食材,,青紅絲
大陸特有,食材,,俏頭
大陸特有,食材,,原糧
大陸特有,食材,,特菜
大陸特有,食材,,商品糧
大陸特有,食材,,排酸肉/冷卻排酸肉
大陸特有,食材,,棒渣/棒渣子
大陸特有,食材,,淨菜/新鮮消毒蔬菜
大陸特有,食材,,囊膪/囊揣
大陸特有,食材,,紅果
大陸特有,食材,,細菜
大陸特有,食材,,放心肉
同實異名,飲料,三合一咖啡,一加二咖啡
同實異名,飲料,奶精,奶精/咖啡伴侶
同實異名,飲料,生啤/鮮啤/生啤酒/鮮啤酒,生啤/鮮啤/生啤酒/鮮啤酒/扎啤
同實異名,飲料,利樂包/鋁箔包,利樂包 /軟包裝 
同實異名,飲料,汽泡酒,汽酒
同實異名,飲料,烏龍茶,烏龍茶/青茶
同實異名,飲料,純水,純淨水
同實異名,飲料,茶包/袋茶,茶包/袋泡茶
同實異名,飲料,涼開水,涼開水/涼白開
同實異名,飲料,橙汁/柳橙汁,橙汁/柳橙汁/橙子汁
同實異名,飲料,還原乳,還原乳/還原奶/復原乳
同實異名,飲料,罐裝啤酒,罐裝啤酒/聽啤/聽裝啤酒
臺灣特有,飲料,奶球/奶油球,
臺灣特有,飲料,米酒頭,
臺灣特有,飲料,柳丁汁,
臺灣特有,飲料,隨身包,
大陸特有,飲料,,乾白
大陸特有,飲料,,乾啤
大陸特有,飲料,,達標水
大陸特有,飲料,,麥乳精
大陸特有,飲料,,固體飲料
大陸特有,飲料,,果茶
大陸特有,飲料,,直飲水
大陸特有,飲料,,補液
大陸特有,飲料,,液態奶
大陸特有,飲料,,袋裝水
同實異名,餐飲店,速食店,快餐店
同實異名,餐飲店,燒烤店,燒烤店/串吧/燒烤吧
臺灣特有,餐飲店,冰店,
臺灣特有,餐飲店,居酒屋,
大陸特有,餐飲店,,茶吧
大陸特有,餐飲店,,飯莊
同實異名,餐點＆菜餚,比薩/披薩,比薩 /比薩餅 
同實異名,餐點＆菜餚,沙拉,沙拉/色拉/沙律
同實異名,餐點＆菜餚,法國麵包/法式長棍麵包,法國麪包/法式長棍麪包/長法棍
同實異名,餐點＆菜餚,泡麵/速食麵,泡麪 /方便麪 /即食麪/快速麪/快熟面/快餐面
同實異名,餐點＆菜餚,料理包/調理包/食物調理包,料理包/調理包
同實異名,餐點＆菜餚,盒飯/便當/飯盒,盒飯 
同實異名,餐點＆菜餚,速食,快餐
同實異名,餐點＆菜餚,漢堡,漢堡/漢堡包
同實異名,餐點＆菜餚,蓋飯,蓋飯/蓋澆飯
同實異名,餐點＆菜餚,德國豬腳,德國豬腳/德國鹹豬手
同名異實,餐點＆菜餚,燴飯,燴飯
臺灣特有,餐點＆菜餚,大麥克,
臺灣特有,餐點＆菜餚,合菜,
臺灣特有,餐點＆菜餚,肉燥,
臺灣特有,餐點＆菜餚,商業午餐,
臺灣特有,餐點＆菜餚,鹹蛋苦瓜,
大陸特有,餐點＆菜餚,,工作餐
大陸特有,餐點＆菜餚,,全家福
大陸特有,餐點＆菜餚,,特菜
大陸特有,餐點＆菜餚,,蛋羹/雞蛋羹
大陸特有,餐點＆菜餚,,菜點
大陸特有,餐點＆菜餚,,菜碼/面碼
大陸特有,餐點＆菜餚,,餄餎
大陸特有,餐點＆菜餚,,冷盆
大陸特有,餐點＆菜餚,,麻豆
同實異名,其他,冷凍食品,冷凍食品/速凍食品
同實異名,其他,食品添加物,食品添加劑
同實異名,其他,食譜,食譜/菜譜
同實異名,其他,酒會,酒會/冷餐會
同實異名,其他,基因改造食品,基因改造食品/轉基因食品
同實異名,其他,菜單,菜單/菜譜
同實異名,其他,糯米紙,糯米紙/江米紙
同實異名,其他,罐裝,罐裝/聽裝
同名異實,其他,西餐秀,西餐秀
同名異實,其他,雙拼,雙拼
同名異實,其他,雞精,雞精
臺灣特有,其他,內用,
臺灣特有,其他,好料,
臺灣特有,其他,副食品,
臺灣特有,其他,梅花餐,
臺灣特有,其他,黑白切,
臺灣特有,其他,彈牙,
大陸特有,其他,,包席/包桌
大陸特有,其他,,有機食品
大陸特有,其他,,入夥
大陸特有,其他,,三綠工程
大陸特有,其他,,大油
大陸特有,其他,,小飯桌
大陸特有,其他,,開小竈
大陸特有,其他,,無公害食品
大陸特有,其他,,欠火
大陸特有,其他,,代宰制
大陸特有,其他,,佈菜
大陸特有,其他,,生物食品
大陸特有,其他,,白案/面案
大陸特有,其他,,吃大竈
大陸特有,其他,,吃小竈/吃偏飯
大陸特有,其他,,吃派飯
大陸特有,其他,,糰粉
大陸特有,其他,,串味/串味兒
大陸特有,其他,,派飯
大陸特有,其他,,就餐
大陸特有,其他,,菜金
大陸特有,其他,,菜窖
大陸特有,其他,,酵子
大陸特有,其他,,餐位
大陸特有,其他,,劑子
大陸特有,其他,,紅案/菜案
大陸特有,其他,,強化食品/營養強化食品
大陸特有,其他,,綠色食品
大陸特有,其他,,生態食品
大陸特有,其他,,起夥
同實異名,服飾,工作服,工作服/職業裝
同實異名,服飾,不織布,不織布/無紡織布/非織造布
同實異名,服飾,內搭褲,打底褲
同實異名,服飾,太空衣/太空服,太空衣/太空服/宇宙服 /宇航服 /航天服 
同實異名,服飾,卡其/卡其布,卡其/卡其布/咔嘰
同實異名,服飾,奶罩/乳罩/胸罩,奶罩/乳罩/胸罩/文胸
同實異名,服飾,成衣,成衣/成服
同實異名,服飾,羽絨衣/羽絨服/羽毛衣,羽絨衣 /羽絨服 
同實異名,服飾,亞克力纖維/壓克力纖維,亞克力纖維/腈綸 
同實異名,服飾,拉拉隊服/啦啦隊服/加油服,拉拉隊服/啦啦隊服/助威服
同實異名,服飾,風衣,風衣/風雨衣
同實異名,服飾,套裝,套裝/套服
同實異名,服飾,套褲,套褲/襪褲
同實異名,服飾,迷你裙,迷你裙/超短裙
同實異名,服飾,馬海/馬海毛/毛海,馬海/馬海毛
同實異名,服飾,袖章/臂章,袖章/臂章/袖標
同實異名,服飾,連衣裙/連身裙,連衣裙 
同實異名,服飾,帽徽,帽徽/帽花
同實異名,服飾,衛生衣,衛生衣/棉毛衫
同實異名,服飾,衛生褲,衛生褲/秋褲/棉毛褲
同實異名,服飾,褲襪,褲襪/襪褲/連褲襪
同實異名,服飾,縮水,縮水/抽水
同實異名,服飾,鯊魚衣/鯊魚服,鯊魚衣/鯊魚服/快皮
同實異名,服飾,露臍裝,露臍裝/臍裝
同實異名,服飾,襯衫,襯衫/襯衣
臺灣特有,服飾,內在美,
臺灣特有,服飾,內裡,
臺灣特有,服飾,西裝裙,
大陸特有,服飾,,下裝
大陸特有,服飾,,凡爾丁
大陸特有,服飾,,文化衫
大陸特有,服飾,,毛活
大陸特有,服飾,,毛滌/滌毛
大陸特有,服飾,,正裝
大陸特有,服飾,,皮猴兒
大陸特有,服飾,,皮筒子
大陸特有,服飾,,華達呢
大陸特有,服飾,,汗背心
大陸特有,服飾,,勞動布
大陸特有,服飾,,的確良/的確涼
大陸特有,服飾,,恤衫
大陸特有,服飾,,派力司
大陸特有,服飾,,海魂衫
大陸特有,服飾,,高腰/高靿
大陸特有,服飾,,袖箍
大陸特有,服飾,,滌棉/棉滌/棉的確良/棉的確涼
大陸特有,服飾,,街坊裝
大陸特有,服飾,,滑雪衫
大陸特有,服飾,,路服
大陸特有,服飾,,聰明布
大陸特有,服飾,,翻行頭
大陸特有,服飾,,圍嘴兒
大陸特有,服飾,,絨衣
大陸特有,服飾,,褲兜
大陸特有,服飾,,鎦子
大陸特有,服飾,,閃電裝
大陸特有,服飾,,外貿服裝
大陸特有,服飾,,一步裙
同實異名,居住＆建築,二手房/二手屋/中古屋,二手房/二手樓
同實異名,居住＆建築,三合板/三夾板,三合板
同實異名,居住＆建築,土地所有權狀,土地所有權證 
同實異名,居住＆建築,戶口名簿,戶口本 /戶口簿/戶口本兒 
同實異名,居住＆建築,地下室,地下室/地庫
同實異名,居住＆建築,地磚,地磚/地板磚
同實異名,居住＆建築,成屋,現房 
同實異名,居住＆建築,池堂/池湯/浴池,池堂/池湯/浴池/池塘
同實異名,居住＆建築,住家,住家/住家兒
同實異名,居住＆建築,夾層屋,夾層屋/複式樓/複式住宅
同實異名,居住＆建築,汽車旅館/摩鐵,汽車旅館
同實異名,居住＆建築,身分證/國民身分證,身份證 
同實異名,居住＆建築,房屋所有權狀,房本/房產證
同實異名,居住＆建築,炒房,炒房/炒樓
同實異名,居住＆建築,便所/廁所/洗手間,便所/廁所/洗手間/衛生間
同實異名,居住＆建築,城市化程度/都市化程度,城市化程度/都市化程度/城市化率/城市化水平
同實異名,居住＆建築,城市更新/都市更新/都更,城市更新/都市更新/舊城改造
同實異名,居住＆建築,建築物/建物,建築物
同實異名,居住＆建築,建築執照/建照,建築執照
同實異名,居住＆建築,洞房/新房,洞房/新房/婚房
同實異名,居住＆建築,國宅/國民住宅,經適房 /經濟適用房 
同實異名,居住＆建築,掩埋場,填埋場/堆填場/填埋區
同實異名,居住＆建築,組合屋,活動板房
同實異名,居住＆建築,設籍,落戶 
同實異名,居住＆建築,跨度/跨距,跨度/跨徑 
同實異名,居住＆建築,違建/違章建築,違建/違章建築/違規建築
同實異名,居住＆建築,預售屋,期房 
同實異名,居住＆建築,樣品屋,樣板間/樣板房
同實異名,居住＆建築,壁紙,壁紙/牆紙
同實異名,居住＆建築,壁櫥,壁櫥/壁櫃
同實異名,居住＆建築,辦公大樓,寫字樓 
同實異名,居住＆建築,環境品質,環境品質/環境質量
同實異名,居住＆建築,雙人房,雙人房/標間/雙人間/標準間
同實異名,居住＆建築,鷹架,腳手架
同名異實,居住＆建築,違規房,違規房
臺灣特有,居住＆建築,十二項建設,
臺灣特有,居住＆建築,十大建設/十項建設,
臺灣特有,居住＆建築,戶籍謄本,
臺灣特有,居住＆建築,永續城市,
臺灣特有,居住＆建築,地目,
臺灣特有,居住＆建築,成屋市場,
臺灣特有,居住＆建築,老人公寓,
臺灣特有,居住＆建築,自走屋,
臺灣特有,居住＆建築,房仲業,
臺灣特有,居住＆建築,幽靈人口,
臺灣特有,居住＆建築,建地,
臺灣特有,居住＆建築,建坪,
臺灣特有,居住＆建築,建案,
臺灣特有,居住＆建築,建商,
臺灣特有,居住＆建築,建蔽率,
臺灣特有,居住＆建築,原鄉,
臺灣特有,居住＆建築,蚊子館,
臺灣特有,居住＆建築,國定古蹟,
臺灣特有,居住＆建築,眷村,
臺灣特有,居住＆建築,透天厝,
臺灣特有,居住＆建築,番界,
臺灣特有,居住＆建築,雅房,
臺灣特有,居住＆建築,督工,
臺灣特有,居住＆建築,境界線,
臺灣特有,居住＆建築,衛生下水道,
臺灣特有,居住＆建築,養生村,
臺灣特有,居住＆建築,環境力,
臺灣特有,居住＆建築,廳舍,
大陸特有,居住＆建築,,一戶一驗/一房一驗/分戶驗收
大陸特有,居住＆建築,,一軸四館
大陸特有,居住＆建築,,三包
大陸特有,居住＆建築,,上馬
大陸特有,居住＆建築,,上料架
大陸特有,居住＆建築,,小產權房
大陸特有,居住＆建築,,乾打壘
大陸特有,居住＆建築,,公房
大陸特有,居住＆建築,,勾地
大陸特有,居住＆建築,,雙限雙競
大陸特有,居住＆建築,,毛坯房
大陸特有,居住＆建築,,水房
大陸特有,居住＆建築,,寫字間
大陸特有,居住＆建築,,北漂
大陸特有,居住＆建築,,半拉子工程
大陸特有,居住＆建築,,生活垃圾
大陸特有,居住＆建築,,動遷
大陸特有,居住＆建築,,動窩
大陸特有,居住＆建築,,危改區
大陸特有,居住＆建築,,吊頂
大陸特有,居住＆建築,,回遷戶
大陸特有,居住＆建築,,地板革
大陸特有,居住＆建築,,地暖/地板輻射採暖
大陸特有,居住＆建築,,地漏
大陸特有,居住＆建築,,地標建築
大陸特有,居住＆建築,,宅基地
大陸特有,居住＆建築,,安居工程
大陸特有,居住＆建築,,安置房
大陸特有,居住＆建築,,莊稼院
大陸特有,居住＆建築,,託管庫
大陸特有,居住＆建築,,兩限房
大陸特有,居住＆建築,,低層住宅
大陸特有,居住＆建築,,小區/住宅小區
大陸特有,居住＆建築,,尾巴工程
大陸特有,居住＆建築,,沉井
大陸特有,居住＆建築,,供暖
大陸特有,居住＆建築,,單元房
大陸特有,居住＆建築,,單元樓
大陸特有,居住＆建築,,週轉房
大陸特有,居住＆建築,,居委會/居民委員會
大陸特有,居住＆建築,,居民點
大陸特有,居住＆建築,,居改非
大陸特有,居住＆建築,,房改
大陸特有,居住＆建築,,房改房
大陸特有,居住＆建築,,房基
大陸特有,居住＆建築,,披綠裝
大陸特有,居住＆建築,,花池子
大陸特有,居住＆建築,,採暖
大陸特有,居住＆建築,,保潔
大陸特有,居住＆建築,,保障房
大陸特有,居住＆建築,,城中村
大陸特有,居住＆建築,,城市圈
大陸特有,居住＆建築,,城建
大陸特有,居住＆建築,,城鎮化
大陸特有,居住＆建築,,封頂
大陸特有,居住＆建築,,穿靴戴帽
大陸特有,居住＆建築,,統規統建
大陸特有,居住＆建築,,鬍子工程
大陸特有,居住＆建築,,限價房
大陸特有,居住＆建築,,形象工程/面子工程
大陸特有,居住＆建築,,套均
大陸特有,居住＆建築,,家裝
大陸特有,居住＆建築,,家裝污染
大陸特有,居住＆建築,,捂盤惜售
大陸特有,居住＆建築,,起牆
大陸特有,居住＆建築,,高檔房
大陸特有,居住＆建築,,商務樓
大陸特有,居住＆建築,,商住樓
大陸特有,居住＆建築,,商品房
大陸特有,居住＆建築,,宿辦樓
